"","X","county","state","income","population","households","date","cases_sum","deaths_sum","apple_avg","retail_avg","grocery_avg","parks_avg","transit_avg","work_avg","residential_avg","cases","deaths"
"1583",64937,"San Bernardino County","California",54090,2056915,603879,"2020-06-13",892,20,112.638571428571,-27.4285714285714,1.28571428571429,-4.14285714285714,-19.8571428571429,-27.4285714285714,10.2857142857143,185,0
"1584",64938,"San Bernardino County","California",54090,2056915,603879,"2020-06-14",916,16,115.19,-26,1,-2,-19.1428571428571,-27.1428571428571,10,198,0
"1585",64939,"San Bernardino County","California",54090,2056915,603879,"2020-06-15",943,16,116.748571428571,-24.8571428571429,0.428571428571429,-0.571428571428569,-18.7142857142857,-26.8571428571429,9.85714285714286,156,0
"1586",64940,"San Bernardino County","California",54090,2056915,603879,"2020-06-16",949,17,118.188571428571,-24.1428571428571,0,0.142857142857142,-18.2857142857143,-26.7142857142857,9.71428571428571,281,0
"1587",64941,"San Bernardino County","California",54090,2056915,603879,"2020-06-17",1046,11,119.984285714286,-23.4285714285714,0.142857142857142,2.28571428571429,-17.5714285714286,-26.5714285714286,9.57142857142857,218,1
"1588",64942,"San Bernardino County","California",54090,2056915,603879,"2020-06-18",1121,4,122.241428571429,-22.8571428571429,0.142857142857142,4.57142857142857,-17.2857142857143,-26.2857142857143,9.28571428571429,440,1
"1589",64943,"San Bernardino County","California",54090,2056915,603879,"2020-06-19",1246,4,124.434285714286,-22.1428571428571,0.142857142857142,5.7142857142857,-16.8571428571429,-26.1428571428571,9,260,0
"1590",64944,"San Bernardino County","California",54090,2056915,603879,"2020-06-20",1268,4,125.482857142857,-21.5714285714286,0.142857142857142,7.14285714285714,-16.7142857142857,-26.1428571428571,8.85714285714286,245,3
"1591",64945,"San Bernardino County","California",54090,2056915,603879,"2020-06-21",1379,4,126.78,-20.8571428571429,0.142857142857142,8.28571428571429,-16.5714285714286,-26.1428571428571,8.71428571428571,197,0
"1592",64946,"San Bernardino County","California",54090,2056915,603879,"2020-06-22",1421,4,127.722857142857,-20.2857142857143,0,9.85714285714286,-16.2857142857143,-26.2857142857143,8.57142857142857,205,1
"1593",64947,"San Bernardino County","California",54090,2056915,603879,"2020-06-23",1712,3,128.691428571429,-19.5714285714286,-0.142857142857142,10.7142857142857,-16.2857142857143,-26.2857142857143,8.42857142857143,649,0
"1594",64948,"San Bernardino County","California",54090,2056915,603879,"2020-06-24",1738,2,129.801428571429,-19,0,11.2857142857143,-16.1428571428571,-26.4285714285714,8.14285714285714,397,11
"1595",64949,"San Bernardino County","California",54090,2056915,603879,"2020-06-25",1798,5,129.535714285714,-18.4285714285714,0.714285714285714,11.5714285714286,-16.1428571428571,-26.5714285714286,8.14285714285714,362,3
"1596",64950,"San Bernardino County","California",54090,2056915,603879,"2020-06-26",1797,5,128.878571428571,-18.4285714285714,1.42857142857143,10.5714285714286,-16.5714285714286,-26.4285714285714,8,521,0
"1597",64951,"San Bernardino County","California",54090,2056915,603879,"2020-06-27",1846,6,129.834285714286,-18.1428571428571,1,10.4285714285714,-16.5714285714286,-27,8,0,0
"1598",64952,"San Bernardino County","California",54090,2056915,603879,"2020-06-28",2214,6,129.625714285714,-18,0.714285714285714,10.2857142857143,-16.4285714285714,-27.2857142857143,8,211,1
"1599",64953,"San Bernardino County","California",54090,2056915,603879,"2020-06-29",2393,16,130.344285714286,-17.8571428571429,0.428571428571429,9.85714285714286,-16.2857142857143,-27.2857142857143,8,296,0
"1600",64954,"San Bernardino County","California",54090,2056915,603879,"2020-06-30",2315,18,130.667142857143,-18,0.285714285714286,9.71428571428571,-15.7142857142857,-27.4285714285714,8,753,4
"1601",64955,"San Bernardino County","California",54090,2056915,603879,"2020-07-01",2576,18,130.82,-18.1428571428571,0,9.28571428571429,-15.8571428571429,-27.4285714285714,8.14285714285714,196,5
"1602",64956,"San Bernardino County","California",54090,2056915,603879,"2020-07-02",2331,15,131.115714285714,-18.4285714285714,-1.14285714285714,8.85714285714286,-16,-27.5714285714286,8.28571428571429,406,7
"1603",64957,"San Bernardino County","California",54090,2056915,603879,"2020-07-03",2345,16,132.051428571429,-18.2857142857143,-2.42857142857143,8.85714285714286,-15.8571428571429,-27.5714285714286,8.57142857142857,524,4
"1604",64958,"San Bernardino County","California",54090,2056915,603879,"2020-07-04",2436,15,131.752857142857,-18,-2.28571428571429,9,-15.7142857142857,-27.2857142857143,8.57142857142857,0,0
"1605",64959,"San Bernardino County","California",54090,2056915,603879,"2020-07-05",2540,19,132.197142857143,-17.4285714285714,-2.42857142857143,8.85714285714286,-15.7142857142857,-27.1428571428571,8.57142857142857,1246,0
"1606",64960,"San Bernardino County","California",54090,2056915,603879,"2020-07-06",2339,13,132.591428571429,-16.5714285714286,-1.71428571428571,9.14285714285714,-15.4285714285714,-27.2857142857143,8.42857142857143,423,0
"1607",64961,"San Bernardino County","California",54090,2056915,603879,"2020-07-07",2383,17,135.118571428571,-15.5714285714286,-0.285714285714286,10,-14.8571428571429,-27.7142857142857,8.28571428571429,587,3
"1608",64962,"San Bernardino County","California",54090,2056915,603879,"2020-07-08",2386,21,134.798571428571,-14.7142857142857,2.28571428571429,13.1428571428571,-14.8571428571429,-30.8571428571429,9,654,21
"1609",64963,"San Bernardino County","California",54090,2056915,603879,"2020-07-09",2386,21,129.735714285714,-17.4285714285714,3.14285714285714,12.1428571428571,-16.2857142857143,-33.4285714285714,9.28571428571429,828,11
"1610",64964,"San Bernardino County","California",54090,2056915,603879,"2020-07-10",3421,20,130.311428571429,-18.5714285714286,2.14285714285714,11,-15.8571428571429,-34.7142857142857,9.42857142857143,861,0
"1611",64965,"San Bernardino County","California",54090,2056915,603879,"2020-07-11",3548,20,130.825714285714,-18.7142857142857,2.71428571428571,10.7142857142857,-15.4285714285714,-35.4285714285714,9.57142857142857,637,0
"1612",64966,"San Bernardino County","California",54090,2056915,603879,"2020-07-12",3382,19,130.372857142857,-19.2857142857143,3.14285714285714,10.2857142857143,-15.2857142857143,-35.8571428571429,9.71428571428571,131,2
"1613",64967,"San Bernardino County","California",54090,2056915,603879,"2020-07-13",3840,35,129.332857142857,-20.2857142857143,2.71428571428571,10,-15.5714285714286,-36,10,459,1
"1614",64968,"San Bernardino County","California",54090,2056915,603879,"2020-07-14",4262,39,126.648571428571,-21.4285714285714,1.42857142857143,8.85714285714286,-16.5714285714286,-35.8571428571429,10.2857142857143,954,2
"1615",64969,"San Bernardino County","California",54090,2056915,603879,"2020-07-15",4599,35,126.224285714286,-22.7142857142857,-1,5.28571428571429,-16.7142857142857,-33,9.71428571428571,1012,1
"1616",64970,"San Bernardino County","California",54090,2056915,603879,"2020-07-16",5236,35,130.391428571429,-20.5714285714286,-1.71428571428571,5,-15.7142857142857,-30.5714285714286,9.57142857142857,0,0
"1617",64971,"San Bernardino County","California",54090,2056915,603879,"2020-07-17",4121,37,128.714285714286,-20,-0.428571428571429,5,-16.5714285714286,-30,9.57142857142857,0,0
"1618",64972,"San Bernardino County","California",54090,2056915,603879,"2020-07-18",4157,38,127.964285714286,-20.1428571428571,-0.571428571428571,4.28571428571429,-17.1428571428571,-29.5714285714286,9.57142857142857,2098,18
"1619",64973,"San Bernardino County","California",54090,2056915,603879,"2020-07-19",4524,37,127.655714285714,-20.4285714285714,-0.857142857142858,3.85714285714286,-17.5714285714286,-29.5714285714286,9.57142857142857,206,0
"1620",64974,"San Bernardino County","California",54090,2056915,603879,"2020-07-20",4882,17,127.4,-20.5714285714286,-1.14285714285714,3.42857142857143,-18,-29.7142857142857,9.57142857142857,327,1
"1621",64975,"San Bernardino County","California",54090,2056915,603879,"2020-07-21",4054,6,127.101428571429,-20.8571428571429,-1.42857142857143,3.71428571428571,-18.2857142857143,-29.8571428571429,9.57142857142857,968,4
"1622",64976,"San Bernardino County","California",54090,2056915,603879,"2020-07-22",3193,6,126.982857142857,-21,-1.57142857142857,4.28571428571429,-18.5714285714286,-30,9.57142857142857,708,4
"1623",64977,"San Bernardino County","California",54090,2056915,603879,"2020-07-23",4654,24,127.902857142857,-21,-1.71428571428571,5.42857142857143,-18.7142857142857,-30.2857142857143,9.57142857142857,410,21
"1624",64978,"San Bernardino County","California",54090,2056915,603879,"2020-07-24",4729,22,128.7,-21.1428571428571,-1.85714285714286,6.85714285714286,-18.7142857142857,-30.5714285714286,9.57142857142857,611,14
"1625",64979,"San Bernardino County","California",54090,2056915,603879,"2020-07-25",4597,22,128.942857142857,-21.4285714285714,-2.28571428571429,8,-18.8571428571429,-30.7142857142857,9.57142857142857,759,4
"1626",64980,"San Bernardino County","California",54090,2056915,603879,"2020-07-26",4611,24,129.448571428571,-21.2857142857143,-2.28571428571429,9,-19,-30.8571428571429,9.57142857142857,437,7
"1627",64981,"San Bernardino County","California",54090,2056915,603879,"2020-07-27",4307,27,129.945714285714,-21.2857142857143,-2.42857142857143,9.14285714285714,-19,-30.8571428571429,9.42857142857143,1139,1
"1628",64982,"San Bernardino County","California",54090,2056915,603879,"2020-07-28",4717,48,130.33,-21.1428571428571,-2.42857142857143,9.28571428571429,-19,-30.7142857142857,9.42857142857143,831,11
"1629",64983,"San Bernardino County","California",54090,2056915,603879,"2020-07-29",5328,62,131.405714285714,-21,-2.71428571428571,9.42857142857143,-18.7142857142857,-30.7142857142857,9.42857142857143,2347,24
"1630",64984,"San Bernardino County","California",54090,2056915,603879,"2020-07-30",3989,48,131.081428571429,-20.8571428571429,-2.71428571428571,9.85714285714286,-18.5714285714286,-30.8571428571429,9.28571428571429,-621,-16
"1631",64985,"San Bernardino County","California",54090,2056915,603879,"2020-07-31",4220,55,131.658571428571,-20.7142857142857,-2.71428571428571,10.7142857142857,-18.5714285714286,-30.7142857142857,9.14285714285714,542,6
"1632",64986,"San Bernardino County","California",54090,2056915,603879,"2020-08-01",5032,55,131.841428571429,-20.5714285714286,-2.85714285714286,10.7142857142857,-18.5714285714286,-30.7142857142857,9.14285714285714,466,8
"1633",64987,"San Bernardino County","California",54090,2056915,603879,"2020-08-02",4895,62,131.782857142857,-20.7142857142857,-3,10.7142857142857,-18.5714285714286,-30.5714285714286,9,284,0
"1634",64988,"San Bernardino County","California",54090,2056915,603879,"2020-08-03",6534,82,132.195714285714,-20.7142857142857,-3,11,-18.5714285714286,-30.7142857142857,9,452,1
"1635",64989,"San Bernardino County","California",54090,2056915,603879,"2020-08-04",5503,45,133.291428571429,-20.7142857142857,-3,10.1428571428571,-18.5714285714286,-30.8571428571429,8.85714285714286,585,59
"1636",64990,"San Bernardino County","California",54090,2056915,603879,"2020-08-05",5434,37,133.608571428571,-20.5714285714286,-2.71428571428571,9.57142857142857,-18.7142857142857,-30.8571428571429,8.85714285714286,220,10
"1637",64991,"San Bernardino County","California",54090,2056915,603879,"2020-08-06",5141,41,135.584285714286,-20.5714285714286,-2.42857142857143,8.71428571428571,-18.8571428571429,-30.8571428571429,8.85714285714286,398,3
"1638",64992,"San Bernardino County","California",54090,2056915,603879,"2020-08-07",4988,34,135.635714285714,-20.4285714285714,-2.14285714285714,7.2857142857143,-18.7142857142857,-31,8.85714285714286,304,7
"1639",64993,"San Bernardino County","California",54090,2056915,603879,"2020-08-08",4301,34,136.39,-20.1428571428571,-1.28571428571429,7,-18.5714285714286,-31,8.71428571428571,513,5
"1640",64994,"San Bernardino County","California",54090,2056915,603879,"2020-08-09",4055,82,137.025714285714,-19.7142857142857,-0.857142857142858,7,-18.4285714285714,-31,8.71428571428571,260,44
"1641",64995,"San Bernardino County","California",54090,2056915,603879,"2020-08-10",1928,68,137.385714285714,-19.4285714285714,-0.714285714285714,7,-18.4285714285714,-30.8571428571429,8.71428571428571,360,0
"1642",64996,"San Bernardino County","California",54090,2056915,603879,"2020-08-11",2947,87,137.204285714286,-19.2857142857143,-0.714285714285714,7.85714285714286,-18.1428571428571,-30.8571428571429,8.71428571428571,1243,3
"1643",64997,"San Bernardino County","California",54090,2056915,603879,"2020-08-12",2709,88,137.547142857143,-19.1428571428571,-1,9,-17.8571428571429,-30.7142857142857,8.57142857142857,975,6
"1644",64998,"San Bernardino County","California",54090,2056915,603879,"2020-08-13",2756,85,137.644285714286,-18.8571428571429,-1.28571428571429,10.1428571428571,-17.4285714285714,-30.5714285714286,8.57142857142857,470,3
"1645",64999,"San Bernardino County","California",54090,2056915,603879,"2020-08-14",2732,129,138.38,-18.7142857142857,-1.57142857142857,11.1428571428571,-17.2857142857143,-30.4285714285714,8.57142857142857,614,3
"1646",65000,"San Bernardino County","California",54090,2056915,603879,"2020-08-15",2640,128,138.318571428571,-19,-2.28571428571429,11.2857142857143,-17.4285714285714,-30.4285714285714,8.57142857142857,964,7
"1647",65001,"San Bernardino County","California",54090,2056915,603879,"2020-08-16",3298,72,138.251428571429,-19.4285714285714,-2.85714285714286,11.1428571428571,-17.7142857142857,-30.4285714285714,8.57142857142857,786,0
"1648",65002,"San Bernardino County","California",54090,2056915,603879,"2020-08-17",4053,68,138.09,-19.8571428571429,-3,10.7142857142857,-18.1428571428571,-30.4285714285714,8.57142857142857,440,0
"1649",65003,"San Bernardino County","California",54090,2056915,603879,"2020-08-18",4125,68,137.881428571429,-20.2857142857143,-3.28571428571429,9.57142857142857,-18.7142857142857,-30.4285714285714,8.57142857142857,586,48
"1650",65004,"San Bernardino County","California",54090,2056915,603879,"2020-08-19",4435,64,137.838571428571,-20.7142857142857,-3.42857142857143,7.57142857142857,-19.2857142857143,-30.5714285714286,8.57142857142857,797,5
"1651",65005,"San Bernardino County","California",54090,2056915,603879,"2020-08-20",4886,66,137.062857142857,-21.2857142857143,-3.71428571428571,5.28571428571429,-20.1428571428571,-31,8.57142857142857,522,4
"1652",65006,"San Bernardino County","California",54090,2056915,603879,"2020-08-21",5412,22,136.784285714286,-21.5714285714286,-3.85714285714286,3.42857142857143,-20.5714285714286,-31.1428571428571,8.57142857142857,474,4
"1653",65007,"San Bernardino County","California",54090,2056915,603879,"2020-08-22",5492,22,136.44,-22,-4.14285714285714,1.14285714285714,-20.8571428571429,-31.1428571428571,8.71428571428571,660,62
"1654",65008,"San Bernardino County","California",54090,2056915,603879,"2020-08-23",4835,67,136,-22.4285714285714,-4.57142857142857,-1.57142857142857,-21.1428571428571,-31,8.85714285714286,432,0
"1655",65009,"San Bernardino County","California",54090,2056915,603879,"2020-08-24",4657,66,135.515714285714,-22.7142857142857,-5,-3.71428571428571,-21.1428571428571,-30.8571428571429,8.85714285714286,211,1
"1656",65010,"San Bernardino County","California",54090,2056915,603879,"2020-08-25",4709,67,135.694285714286,-22.7142857142857,-5.28571428571429,-5.57142857142857,-21.1428571428571,-30.7142857142857,8.85714285714286,420,3
"1657",65011,"San Bernardino County","California",54090,2056915,603879,"2020-08-26",4569,68,135.631428571429,-22.7142857142857,-5.42857142857143,-7,-21,-30.5714285714286,8.85714285714286,385,14
"1658",65012,"San Bernardino County","California",54090,2056915,603879,"2020-08-27",4265,123,135.372857142857,-22.4285714285714,-5.57142857142857,-7.57142857142857,-20.8571428571429,-30.2857142857143,8.85714285714286,356,6
"1659",65013,"San Bernardino County","California",54090,2056915,603879,"2020-08-28",3911,123,135.285714285714,-22.2857142857143,-5.71428571428571,-8.14285714285714,-20.8571428571429,-30.1428571428571,8.71428571428571,485,1
"1660",65014,"San Bernardino County","California",54090,2056915,603879,"2020-08-29",3682,124,134.685714285714,-22.1428571428571,-6,-8.57142857142857,-21,-30,8.57142857142857,253,0
"1661",65015,"San Bernardino County","California",54090,2056915,603879,"2020-08-30",3516,79,134.594285714286,-22,-6,-8.57142857142857,-20.8571428571429,-30,8.42857142857143,228,0
"1662",65016,"San Bernardino County","California",54090,2056915,603879,"2020-08-31",3104,88,134.97,-21.8571428571429,-6.14285714285714,-8.85714285714286,-20.7142857142857,-29.8571428571429,8.42857142857143,269,0
"1663",65017,"San Bernardino County","California",54090,2056915,603879,"2020-09-01",2938,90,134.67,-21.8571428571429,-6.28571428571429,-8.71428571428571,-20.5714285714286,-29.7142857142857,8.42857142857143,237,20
"1664",65018,"San Bernardino County","California",54090,2056915,603879,"2020-09-02",2949,87,134.692857142857,-21.5714285714286,-6.28571428571429,-8.28571428571429,-20.2857142857143,-29.4285714285714,8.42857142857143,366,7
"1665",65019,"San Bernardino County","California",54090,2056915,603879,"2020-09-03",2542,25,135.974285714286,-21.2857142857143,-6.14285714285714,-7.28571428571429,-19.8571428571429,-29.2857142857143,8.28571428571429,0,0
"1666",65020,"San Bernardino County","California",54090,2056915,603879,"2020-09-04",2338,25,136.085714285714,-21,-6,-6.42857142857143,-19.5714285714286,-29.4285714285714,8.28571428571429,370,1
"1667",65021,"San Bernardino County","California",54090,2056915,603879,"2020-09-05",2396,24,136.597142857143,-20.8571428571429,-5.85714285714286,-5.85714285714286,-19.1428571428571,-29.2857142857143,8.28571428571429,710,21
"1668",65022,"San Bernardino County","California",54090,2056915,603879,"2020-09-06",2213,41,136.744285714286,-20.2857142857143,-5.28571428571429,-5,-18.7142857142857,-29.1428571428571,8.14285714285714,233,0
"1669",65023,"San Bernardino County","California",54090,2056915,603879,"2020-09-07",2194,34,136.572857142857,-19.7142857142857,-5.14285714285714,-4.42857142857143,-18.5714285714286,-29.1428571428571,8,133,0
"1670",65024,"San Bernardino County","California",54090,2056915,603879,"2020-09-08",1838,28,137.338571428571,-19,-4.42857142857143,-4,-18,-29.1428571428571,7.85714285714286,0,0
"1671",65025,"San Bernardino County","California",54090,2056915,603879,"2020-09-09",1723,28,141.311428571429,-18.5714285714286,-3.85714285714286,-4,-17.2857142857143,-29.4285714285714,7.71428571428571,218,26
"1672",65026,"San Bernardino County","California",54090,2056915,603879,"2020-09-10",2180,49,141.748571428571,-18.8571428571429,-3.71428571428571,-4.85714285714286,-16.7142857142857,-30.1428571428571,7.71428571428571,301,5
"1673",65027,"San Bernardino County","California",54090,2056915,603879,"2020-09-11",2185,49,141.165714285714,-19.5714285714286,-3.85714285714286,-5.14285714285714,-17.5714285714286,-30.7142857142857,7.71428571428571,175,4
"1674",65028,"San Bernardino County","California",54090,2056915,603879,"2020-09-12",2049,49,144.977142857143,-19.5714285714286,-3.57142857142857,-4.71428571428571,-18.4285714285714,-36,9,158,14
"1675",65029,"San Bernardino County","California",54090,2056915,603879,"2020-09-13",1812,29,145.642857142857,-19.8571428571429,-4.14285714285714,-7,-17.8571428571429,-36.2857142857143,9,156,18
"1676",65030,"San Bernardino County","California",54090,2056915,603879,"2020-09-14",1664,48,145.444285714286,-20.2857142857143,-4.42857142857143,-8.14285714285714,-17.5714285714286,-36.2857142857143,9,10,0
"1677",65031,"San Bernardino County","California",54090,2056915,603879,"2020-09-15",1965,53,144.498571428571,-20.8571428571429,-5.14285714285714,-9.42857142857143,-17.8571428571429,-36.2857142857143,9,269,3
"1678",65032,"San Bernardino County","California",54090,2056915,603879,"2020-09-16",1770,56,140.357142857143,-21.2857142857143,-6.14285714285714,-10.5714285714286,-18.2857142857143,-36,9,274,3
"1679",65033,"San Bernardino County","California",54090,2056915,603879,"2020-09-17",1218,49,138.162857142857,-20.8571428571429,-6.57142857142857,-12.5714285714286,-18.5714285714286,-35.1428571428571,9,215,1
"1680",65034,"San Bernardino County","California",54090,2056915,603879,"2020-09-18",1141,67,137.791428571429,-20.2857142857143,-6.57142857142857,-14.8571428571429,-17.8571428571429,-34.5714285714286,9,283,19
"1681",65035,"San Bernardino County","California",54090,2056915,603879,"2020-09-19",1018,67,133.704285714286,-20.2857142857143,-7,-16.2857142857143,-17.2857142857143,-29,7.71428571428571,1077,50
"1682",65036,"San Bernardino County","California",54090,2056915,603879,"2020-09-20",1287,70,132.807142857143,-20.2857142857143,-6.85714285714286,-15.4285714285714,-17.8571428571429,-28.4285714285714,7.71428571428571,-356,0
"1683",65037,"San Bernardino County","California",54090,2056915,603879,"2020-09-21",1343,47,132.67,-20.2857142857143,-7,-16.1428571428571,-18,-28.1428571428571,7.71428571428571,178,0
"1684",65038,"San Bernardino County","California",54090,2056915,603879,"2020-09-22",1257,43,132.87,-20.1428571428571,-7.14285714285714,-16.5714285714286,-18,-28,7.71428571428571,224,0
"1685",65039,"San Bernardino County","California",54090,2056915,603879,"2020-09-23",1365,58,133.385714285714,-20,-7,-17.2857142857143,-18,-27.8571428571429,7.71428571428571,248,0
"1686",65040,"San Bernardino County","California",54090,2056915,603879,"2020-09-24",2284,94,134.048571428571,-19.8571428571429,-6.85714285714286,-17.1428571428571,-18,-27.8571428571429,7.57142857142857,238,10
"1687",65041,"San Bernardino County","California",54090,2056915,603879,"2020-09-25",1772,76,134.252857142857,-19.5714285714286,-7,-17,-17.5714285714286,-27.7142857142857,7.57142857142857,310,4
"1688",65042,"San Bernardino County","California",54090,2056915,603879,"2020-09-26",1940,76,133.961428571429,-19.5714285714286,-7,-17.5714285714286,-17.5714285714286,-27.8571428571429,7.57142857142857,0,0
"1689",65043,"San Bernardino County","California",54090,2056915,603879,"2020-09-27",1895,73,133.492857142857,-19.7142857142857,-7.42857142857143,-18.5714285714286,-17.8571428571429,-28,7.57142857142857,809,3
"1690",65044,"San Bernardino County","California",54090,2056915,603879,"2020-09-28",1869,70,133.061428571429,-19.7142857142857,-7.42857142857143,-18.7142857142857,-17.8571428571429,-28,7.57142857142857,4,0
"1691",65045,"San Bernardino County","California",54090,2056915,603879,"2020-09-29",1892,79,132.072857142857,-19.8571428571429,-7.42857142857143,-19.1428571428571,-18.2857142857143,-27.8571428571429,7.57142857142857,367,27
"1692",65046,"San Bernardino County","California",54090,2056915,603879,"2020-09-30",1919,64,131.714285714286,-20,-7.57142857142857,-19.2857142857143,-18.7142857142857,-27.7142857142857,7.57142857142857,354,3
"1693",65047,"San Bernardino County","California",54090,2056915,603879,"2020-10-01",842,14,131.13,-20,-7.71428571428571,-18.8571428571429,-18.8571428571429,-27.2857142857143,7.57142857142857,191,0
"1694",65048,"San Bernardino County","California",54090,2056915,603879,"2020-10-02",2007,17,131.708571428571,-20.1428571428571,-7.85714285714286,-18.7142857142857,-19,-27,7.57142857142857,277,7
"1695",65049,"San Bernardino County","California",54090,2056915,603879,"2020-10-03",1833,17,131.374285714286,-20.1428571428571,-7.85714285714286,-19,-19,-26.8571428571429,7.57142857142857,340,0
"1696",65050,"San Bernardino County","California",54090,2056915,603879,"2020-10-04",1976,44,133.141428571429,-20.1428571428571,-7.71428571428571,-19,-19,-26.7142857142857,7.71428571428571,264,0
"1697",65051,"San Bernardino County","California",54090,2056915,603879,"2020-10-05",2082,47,133.438571428571,-20.1428571428571,-7.42857142857143,-19.5714285714286,-19.1428571428571,-26.7142857142857,7.71428571428571,125,0
"1698",65052,"San Bernardino County","California",54090,2056915,603879,"2020-10-06",2035,37,133.502857142857,-19.7142857142857,-6.71428571428571,-19.7142857142857,-18.7142857142857,-26.5714285714286,7.57142857142857,122,4
"1699",65053,"San Bernardino County","California",54090,2056915,603879,"2020-10-07",2002,40,132.515714285714,-19.4285714285714,-6,-20,-18.4285714285714,-26.4285714285714,7.57142857142857,301,1
"1700",65054,"San Bernardino County","California",54090,2056915,603879,"2020-10-08",2342,40,132.498571428571,-19.1428571428571,-5.42857142857143,-20.7142857142857,-18.4285714285714,-26.7142857142857,7.57142857142857,380,7
"1701",65055,"San Bernardino County","California",54090,2056915,603879,"2020-10-09",1797,37,131.322857142857,-19,-4.85714285714286,-21.2857142857143,-18.7142857142857,-27,7.57142857142857,314,10
"1702",65056,"San Bernardino County","California",54090,2056915,603879,"2020-10-10",1918,37,131.977142857143,-18.8571428571429,-4.42857142857143,-21.5714285714286,-18.7142857142857,-27,7.42857142857143,317,2
"1703",65057,"San Bernardino County","California",54090,2056915,603879,"2020-10-11",1673,14,130.134285714286,-18.7142857142857,-4.14285714285714,-21.5714285714286,-18.5714285714286,-27,7.28571428571429,140,0
"1704",65058,"San Bernardino County","California",54090,2056915,603879,"2020-10-12",1620,12,129.54,-18.7142857142857,-4.14285714285714,-21.1428571428571,-18.8571428571429,-27,7.28571428571429,151,0
"1705",65059,"San Bernardino County","California",54090,2056915,603879,"2020-10-13",1809,19,129.384285714286,-18.8571428571429,-4.71428571428571,-20.4285714285714,-19.2857142857143,-27,7.42857142857143,454,0
"1706",65060,"San Bernardino County","California",54090,2056915,603879,"2020-10-14",1846,22,129.985714285714,-19.1428571428571,-5.28571428571429,-20,-19.4285714285714,-27,7.42857142857143,357,0
"1707",65061,"San Bernardino County","California",54090,2056915,603879,"2020-10-15",1823,24,130.234285714286,-19.2857142857143,-5.71428571428571,-18.8571428571429,-19.8571428571429,-26.7142857142857,7.42857142857143,233,2
"1708",65062,"San Bernardino County","California",54090,2056915,603879,"2020-10-16",1699,24,133.437142857143,-19.2857142857143,-6,-17.5714285714286,-19.7142857142857,-26.4285714285714,7.28571428571429,294,1
"1709",65063,"San Bernardino County","California",54090,2056915,603879,"2020-10-17",1725,24,133.221428571429,-19.1428571428571,-6.28571428571429,-16.7142857142857,-19.7142857142857,-27.1428571428571,7.42857142857143,139,9
"1710",65064,"San Bernardino County","California",54090,2056915,603879,"2020-10-18",2057,20,133.204285714286,-19.2857142857143,-6.42857142857143,-16.4285714285714,-19.7142857142857,-27.1428571428571,7.42857142857143,94,23
"1711",65065,"San Bernardino County","California",54090,2056915,603879,"2020-10-19",2113,19,133.318571428571,-19.1428571428571,-6.57142857142857,-16.1428571428571,-19.2857142857143,-27.1428571428571,7.42857142857143,83,0
"1712",65066,"San Bernardino County","California",54090,2056915,603879,"2020-10-20",1966,14,133.601428571429,-19.2857142857143,-6.57142857142857,-16.5714285714286,-19,-27.2857142857143,7.42857142857143,842,7
"1713",65067,"San Bernardino County","California",54090,2056915,603879,"2020-10-21",1946,5,134.304285714286,-19.1428571428571,-6.42857142857143,-16.7142857142857,-19,-27.4285714285714,7.42857142857143,-126,37
"1714",65068,"San Bernardino County","California",54090,2056915,603879,"2020-10-22",1768,12,136.137142857143,-19.1428571428571,-6.57142857142857,-17,-18.7142857142857,-27.5714285714286,7.42857142857143,1055,5
"1715",65069,"San Bernardino County","California",54090,2056915,603879,"2020-10-23",1722,35,135.66,-19,-6.42857142857143,-17.2857142857143,-18.8571428571429,-27.5714285714286,7.57142857142857,176,0
"1716",65070,"San Bernardino County","California",54090,2056915,603879,"2020-10-24",1654,35,135.305714285714,-19.2857142857143,-6.71428571428571,-17.7142857142857,-19.1428571428571,-26.7142857142857,7.42857142857143,627,2
"1717",65071,"San Bernardino County","California",54090,2056915,603879,"2020-10-25",2042,42,135.034285714286,-19.4285714285714,-6.85714285714286,-17.7142857142857,-19.5714285714286,-26.5714285714286,7.42857142857143,266,0
"1718",65072,"San Bernardino County","California",54090,2056915,603879,"2020-10-26",1559,79,134.881428571429,-19.5714285714286,-6.85714285714286,-17.5714285714286,-20,-26.4285714285714,7.42857142857143,155,0
"1719",65073,"San Bernardino County","California",54090,2056915,603879,"2020-10-27",2381,82,136.468571428571,-19.5714285714286,-7,-17.1428571428571,-20.7142857142857,-26.2857142857143,7.42857142857143,863,1
"1720",65074,"San Bernardino County","California",54090,2056915,603879,"2020-10-28",2263,81,137.031428571429,-19.5714285714286,-7.14285714285714,-16.8571428571429,-20.7142857142857,-26.1428571428571,7.42857142857143,213,0
"1721",65075,"San Bernardino County","California",54090,2056915,603879,"2020-10-29",2751,74,136.937142857143,-19.5714285714286,-7,-16.8571428571429,-21,-26,7.42857142857143,281,0
"1722",65076,"San Bernardino County","California",54090,2056915,603879,"2020-10-30",2923,51,135.15,-19.7142857142857,-7.14285714285714,-18.2857142857143,-21.2857142857143,-26,7.42857142857143,236,1
"1723",65077,"San Bernardino County","California",54090,2056915,603879,"2020-10-31",2995,51,136.154285714286,-19.8571428571429,-7.42857142857143,-20.5714285714286,-21.8571428571429,-26.2857142857143,7.57142857142857,585,4
